Entity,Code,Year,Cropland (HYDE (2017))
Russia,RUS,1860,56537080
Russia,RUS,1870,61172620
Russia,RUS,1880,70191060
Russia,RUS,1890,80453370
Russia,RUS,1900,90172670
Russia,RUS,1910,111854400
Russia,RUS,1920,102846600
Russia,RUS,1930,114348700
Russia,RUS,1940,141118600
Russia,RUS,1950,124920500
Russia,RUS,1960,150408200
Russia,RUS,1970,146139600
Russia,RUS,1980,145210400
Russia,RUS,1990,143587600
Russia,RUS,2000,130868600
Russia,RUS,2001,129323100
Russia,RUS,2002,128904000
Russia,RUS,2003,127982600
Russia,RUS,2004,127083000
Russia,RUS,2005,126722000
Russia,RUS,2006,126512000
Russia,RUS,2007,126525500
Russia,RUS,2008,126612400
Russia,RUS,2009,126717700
Russia,RUS,2010,122705000
Russia,RUS,2011,124790500
Russia,RUS,2012,124505000
Russia,RUS,2013,123442200
Russia,RUS,2014,122896700
Russia,RUS,2015,122939600
Russia,RUS,2016,122122900
United States,USA,-10000,0
United States,USA,-9000,0
United States,USA,-8000,0
United States,USA,-7000,0
United States,USA,-6000,0
United States,USA,-5000,0
United States,USA,-4000,0
United States,USA,-3000,0
United States,USA,-2000,28585.87
United States,USA,-1000,212737.7
United States,USA,0,424982.2
United States,USA,100,445220.3
United States,USA,200,466418.9
United States,USA,300,488631.8
United States,USA,400,511898.9
United States,USA,500,536275.4
United States,USA,600,561811.2
United States,USA,700,588563.7
United States,USA,800,616589.9
United States,USA,900,696037.1
United States,USA,1000,775901.7
United States,USA,1100,841559.8
United States,USA,1200,937235.6
United States,USA,1300,1021347
United States,USA,1400,1142071
United States,USA,1500,1255512
United States,USA,1600,593611.1
United States,USA,1700,752546.3
United States,USA,1710,1041304
United States,USA,1720,1353232
United States,USA,1730,1718705
United States,USA,1740,2108278
United States,USA,1750,2558661
United States,USA,1760,3084876
United States,USA,1770,3723098
United States,USA,1780,4520783
United States,USA,1790,5544168
United States,USA,1800,7865080
United States,USA,1810,10901990
United States,USA,1820,15063660
United States,USA,1830,21294050
United States,USA,1840,30416090
United States,USA,1850,41664030
United States,USA,1860,59144990
United States,USA,1870,67311640
United States,USA,1880,100877500
United States,USA,1890,125808000
United States,USA,1900,144411900
United States,USA,1910,167049100
United States,USA,1920,178528700
United States,USA,1930,184420400
United States,USA,1940,178929000
United States,USA,1950,189742500
United States,USA,1960,184237300
United States,USA,1970,190478500
United States,USA,1980,190225600
United States,USA,1990,186815800
United States,USA,2000,178067000
United States,USA,2001,178098600
United States,USA,2002,175704800
United States,USA,2003,174362600
United States,USA,2004,169785400
United States,USA,2005,167842300
United States,USA,2006,163039400
United States,USA,2007,164479100
United States,USA,2008,166357700
United States,USA,2009,165448600
United States,USA,2010,158524400
United States,USA,2011,156524800
United States,USA,2012,159718900
United States,USA,2013,151898400
United States,USA,2014,157127400
United States,USA,2015,150777300
United States,USA,2016,154624700
World,OWID_WRL,-10000,0
World,OWID_WRL,-9000,0
World,OWID_WRL,-8000,10669.0733
World,OWID_WRL,-7000,1805175.696
World,OWID_WRL,-6000,3926068.635
World,OWID_WRL,-5000,10365969.13
World,OWID_WRL,-4000,27968863.12
World,OWID_WRL,-3000,48281144.25
World,OWID_WRL,-2000,72449651.82
World,OWID_WRL,-1000,116476490.5
World,OWID_WRL,0,196912007.5
World,OWID_WRL,100,196653993.2
World,OWID_WRL,200,194167953.2
World,OWID_WRL,300,180932569.2
World,OWID_WRL,400,177171026.9
World,OWID_WRL,500,171873449.3
World,OWID_WRL,600,170787479.9
World,OWID_WRL,700,169317125.8
World,OWID_WRL,800,169271366.9
World,OWID_WRL,900,180717117.4
World,OWID_WRL,1000,184242654.2
World,OWID_WRL,1100,219621007.4
World,OWID_WRL,1200,249202165.5
World,OWID_WRL,1300,253897439.9
World,OWID_WRL,1400,226537623.6
World,OWID_WRL,1500,260650897.6
World,OWID_WRL,1600,272604722.7
World,OWID_WRL,1700,294475367.2
World,OWID_WRL,1710,306626988.2
World,OWID_WRL,1720,319310494.8
World,OWID_WRL,1730,330928665.8
World,OWID_WRL,1740,342333587.3
World,OWID_WRL,1750,357078809.6
World,OWID_WRL,1760,369358855.2
World,OWID_WRL,1770,382375026.1
World,OWID_WRL,1780,397164973.5
World,OWID_WRL,1790,412990508
World,OWID_WRL,1800,431215650.1
World,OWID_WRL,1810,453943290.2
World,OWID_WRL,1820,477296460.7
World,OWID_WRL,1830,505313490.1
World,OWID_WRL,1840,543160734.7
World,OWID_WRL,1850,580494154.7
World,OWID_WRL,1860,621904724.7
World,OWID_WRL,1870,653011748.5
World,OWID_WRL,1880,719457959
World,OWID_WRL,1890,782732792
World,OWID_WRL,1900,843608693
World,OWID_WRL,1910,934616626
World,OWID_WRL,1920,982900601
World,OWID_WRL,1930,1063988223
World,OWID_WRL,1940,1150935807
World,OWID_WRL,1950,1223387006
World,OWID_WRL,1960,1366055362
World,OWID_WRL,1970,1422972022
World,OWID_WRL,1980,1453244731
World,OWID_WRL,1990,1516732121
World,OWID_WRL,2000,1509306389
World,OWID_WRL,2001,1518177061
World,OWID_WRL,2002,1517080185
World,OWID_WRL,2003,1523506664
World,OWID_WRL,2004,1535440379
World,OWID_WRL,2005,1534205261
World,OWID_WRL,2006,1533515350
World,OWID_WRL,2007,1525340692
World,OWID_WRL,2008,1532388850
World,OWID_WRL,2009,1540100533
World,OWID_WRL,2010,1531374362
World,OWID_WRL,2011,1546085911
World,OWID_WRL,2012,1562414590
World,OWID_WRL,2013,1559510783
World,OWID_WRL,2014,1574981412
World,OWID_WRL,2015,1580596135
World,OWID_WRL,2016,1592583606
